,rt_seq,time,sensor.type,U.a_z,U.w_y,velocity,tf.x,tf.y,tf.yaw_z,x,y,theta,v,rt_x,rt_y,rt_theta,rt_v,P11,P12,P13,P14,P21,P22,P23,P24,P31,P32,P33,P34,P41,P42,P43,P44,t_com
3207,3186.0,1677685721.0786805,imu,0.2279320482710558,-0.7647655834188588,,,,,2.812228960303628,-3.2406665884347587,0.044866983326457,0.6847921419468053,,,,,0.13078040863097354,-8.49202280610548e-07,0.0,0.002033007684330465,-8.492022806105446e-07,0.13064551897572782,0.0,4.829057573264541e-05,0.0,0.0,0.13064510917148392,0.0,0.002033007684330465,4.829057573264541e-05,0.0,0.05749465329801758,0.010686642002838198
3208,3185.0,1677685721.0794983,vel,,,0.7102288208007812,,,,2.8131202649384512,-3.2406332497947328,0.04549239005690042,0.6942791687657105,2.7665587883149643,-3.263419430305063,0.0495554403788927,0.6942579021209828,0.13157420320391908,-1.3958297710969132e-06,0.0,0.0013140192552732871,-1.3958297710969098e-06,0.13146328227250964,0.0,3.185264871448164e-05,0.0,0.0,0.13146288489780228,0.0,0.0013140192552732871,3.185264871448164e-05,0.0,0.036833765601165844,5.9871999837923795e-05
3209,3187.0,1677685721.083678,imu,0.32813398392030413,-0.7787092643045179,,,,,2.8160209253454584,-3.240496553716668,0.04868889308646507,0.6952318600199067,2.7694587806056616,-3.26327095440353,0.05275194340845735,0.695210593375179,0.13576544485994177,-9.783131694672433e-07,0.0,0.0014750742024064217,-9.7831316946724e-07,0.13564301213802213,0.0,3.9444769898762734e-05,0.0,0.0,0.13564260100803177,0.0,0.0014750742024064217,3.9444769898762734e-05,0.0,0.041013481711395336,5.756100290454924e-05
3210,3188.0,1677685721.088677,imu,0.32813398392030413,-0.7682527850811308,,,,,2.81949597335185,-3.2403204406030963,0.05258160023040892,0.6968721763252715,2.7729329782226726,-3.2630807292996438,0.0566446505524012,0.6968509096805439,0.14077997891556773,-3.63575298654504e-07,0.0,0.0016902331298427058,-3.6357529865450063e-07,0.1406419566982972,0.0,5.03527741862513e-05,0.0,0.0,0.14064152335605423,0.0,0.0016902331298427058,5.03527741862513e-05,0.0,0.0460124040594178,7.177299994509667e-05
3211,3189.0,1677685721.0936742,imu,0.2053921208750974,-0.7339391795610604,,,,,2.8229773382101055,-3.24013051140619,0.05642075408651959,0.698511944997969,2.776413436562812,-3.262876662969098,0.060483804408511865,0.6984906783532413,0.14579508610783615,4.0140166821788366e-07,0.0,0.0019302167732728436,4.0140166821788705e-07,0.14563924044555687,0.0,6.344913156792537e-05,0.0,0.0,0.14563877677402298,0.0,0.0019302167732728436,6.344913156792537e-05,0.0,0.05100965747738655,5.7702000049175695e-05
3212,3190.0,1677685721.098673,imu,0.2053921208750974,-0.7392947098134881,,,,,2.826465781732708,-3.2399270596366234,0.060089659053316424,0.6995386842611192,2.779900918554797,-3.26265904581706,0.0641527093753087,0.6995174176163915,0.15081436350303895,1.3431995903932165e-06,0.0,0.0021951716763823656,1.34319959039322e-06,0.15063820341225986,0.0,7.890544496321671e-05,0.0,0.0,0.15063769912204544,0.0,0.0021951716763823656,7.890544496321671e-05,0.0,0.05600857982540901,5.7422999816481024e-05
3213,3191.0,1677685721.0999372,vel,,,0.6731032104492187,,,,2.826963896439411,-3.2398876602859423,0.061024198026035315,0.6900769848226102,2.780328808876049,-3.262615969786229,0.0650872483480276,0.6900633913186243,0.15205140991088978,4.15767314957357e-07,0.0,0.0014411318813987216,4.157673149573602e-07,0.15190226701959222,0.0,5.292122302239403e-05,0.0,0.0,0.15190179442844193,0.0,0.0014411318813987216,5.292122302239403e-05,0.0,0.036416163891030015,5.72259996260982e-05
3214,3192.0,1677685721.1036708,imu,-0.004519169119554189,-0.6552377850610049,,,,,2.8295368047335834,-3.239726890268413,0.06378445459200632,0.6908438440233032,2.7829009920770105,-3.2624447506395597,0.0678475049139986,0.6908302505193173,0.15579621958766743,9.756153138691422e-07,0.0,0.0015826287815031198,9.756153138691454e-07,0.15563592830206852,0.0,6.176432825732224e-05,0.0,0.0,0.1556354293771724,0.0,0.0015826287815031198,6.176432825732224e-05,0.0,0.040149798839760484,5.661799877998419e-05
3215,3193.0,1677685721.1086695,imu,-0.004519169119554189,-0.6078226547383412,,,,,2.8329826693367575,-3.2395011323617235,0.06705978117815503,0.6908212541252509,2.792488544666316,-3.2602343472630815,0.07262565356337758,0.6908076606228176,0.16081155533320404,1.8573316124021514e-06,0.0,0.0017932841900218377,1.8573316124021546e-06,0.1606346562893627,0.0,7.556896414349748e-05,0.0,0.0,0.16063411330661576,0.0,0.0017932841900218377,7.556896414349748e-05,0.0,0.04514848276920384,7.442099740728736e-05
3216,3196.0,1677685721.1136682,imu,-0.15800842939955329,-0.5882403834911153,,,,,2.836427691654528,-3.2392645053447007,0.07009809451434723,0.6907986642271985,2.795932128830776,-3.259978554489187,0.07566396689956978,0.6907850707247652,0.16582909201577006,2.9147226811734556e-06,0.0,0.0020288230970237665,2.9147226811734586e-06,0.16563339653153375,0.0,9.175051354497383e-05,0.0,0.0,0.16563279723605911,0.0,0.0020288230970237665,9.175051354497383e-05,0.0,0.0501471666986472,6.003899761708453e-05
3217,3441.0,1677685721.1166039,tf,,,,2.8470234870910645,-3.23026704788208,0.07323383803708795,2.843833661477239,-3.2335636317118372,0.07270925040831051,0.6904076984753112,,,,,0.06279443365320325,5.030901453384293e-07,0.0,0.000810801333171429,5.030901453384297e-07,0.06276563246517017,0.0,3.813323481365667e-05,0.0,0.0,0.06276554383545273,0.0,0.0008108013331714289,3.8133234813656674e-05,0.0,0.053065106219980514,5.812499875901267e-05
3218,3197.0,1677685721.1186657,imu,-0.15800842939955329,-0.5892605865335995,,,,,2.8452530152051003,-3.233459384045009,0.07392211023831585,0.6900819097634183,2.7993720886206055,-3.259712690709952,0.07860369341399442,0.6899954248887352,0.06485980119915377,7.178415449260793e-07,0.0,0.0009216859263663192,7.178415449260797e-07,0.06482748887457974,0.0,4.6277627012527264e-05,0.0,0.0,0.06482738770752304,0.0,0.0009216859263663189,4.627762701252727e-05,0.0,0.055126950092050826,5.549200068344362e-05
3219,3198.0,1677685721.1212618,vel,,,0.70515576171875,,,,2.847143808892583,-3.233320130641472,0.07545191316313105,0.6953385155915778,2.8014235369058453,-3.2595579767327867,0.08013349633880962,0.6952848072369961,0.0674538046264565,6.527306199112369e-07,0.0,0.0006766318466623622,6.527306199112375e-07,0.06742362773682185,0.0,3.6244959799619604e-05,0.0,0.0,0.06742352761535995,0.0,0.0006766318466623621,3.6244959799619604e-05,0.0,0.036597742283598945,5.665600110660307e-05
3220,3199.0,1677685721.1236646,imu,0.17305788743139416,-0.6473567649557712,,,,,2.8488092580448092,-3.233193044590415,0.07686777815314727,0.6949588557120152,2.8030882442173315,-3.259423105585349,0.08154936132882584,0.6949051473574336,0.06986000774616369,8.768772186404031e-07,0.0,0.0007667119142452659,8.768772186404038e-07,0.06982642446709417,0.0,4.31190806161708e-05,0.0,0.0,0.0698263100555455,0.0,0.0007667119142452658,4.31190806161708e-05,0.0,0.03900052472378449,7.200699837994762e-05
3221,3443.0,1677685721.1262705,tf,,,,2.85310959815979,-3.229287385940552,0.07873598487515857,2.851663439915477,-3.231470852173876,0.07863087112818547,0.695423542428596,,,,,0.04201894570740487,3.905317949035491e-07,0.0,0.0005049325380263347,3.905317949035493e-07,0.042006244669565214,0.0,2.9706350917778752e-05,0.0,0.0,0.04200619986929071,0.0,0.0005049325380263347,2.970635091777876e-05,0.0,0.04160202732885998,5.859500015503727e-05
3222,3200.0,1677685721.1286623,imu,0.17305788743139416,-0.6615990169331999,,,,,2.8533220167713105,-3.2313388751723804,0.08017922886907325,0.6958374649117332,2.806551341037432,-3.2591344230921067,0.08478467581890659,0.6957700439973378,0.04441336917627673,5.73095206383545e-07,0.0,0.0006064994762056742,5.730952063835452e-07,0.04439807239408986,0.0,3.778864204855567e-05,0.0,0.0,0.044398015054837585,0.0,0.0006064994762056742,3.778864204855568e-05,0.0,0.043993842514406856,0.010618799999065232
3223,3201.0,1677685721.133661,imu,0.11907973993265103,-0.6356947814221938,,,,,2.8567908016874117,-3.231054378289903,0.08348635324275255,0.6967025265924999,2.810018443178767,-3.258833983073075,0.08809180019258589,0.6966351056781045,0.04941903718495313,1.0862040052695194e-06,0.0,0.0008360508301687206,1.0862040052695194e-06,0.04939679351052503,0.0,5.6618968854732084e-05,0.0,0.0,0.049396698984280944,0.0,0.0008360508301687206,5.661896885473209e-05,0.0,0.048992526443850215,0.01065387299968279
3224,3202.0,1677685721.1386588,imu,0.11907973993265103,-0.6531016204465625,,,,,2.8602616201770306,-3.2307583836190252,0.08666338428489251,0.697297655011534,2.8134875260799053,-3.2585220371047354,0.09126883123472584,0.6972302340971386,0.054426137321702976,1.81201895703567e-06,0.0,0.0010903858972508543,1.8120189570356699e-06,0.0543945794164098,0.0,7.831216349229187e-05,0.0,0.0,0.0543944292394079,0.0,0.0010903858972508543,7.831216349229187e-05,0.0,0.05399025669897717,5.853000038769096e-05
3225,3203.0,1677685721.143059,vel,,,0.687630615234375,,,,2.863233253966329,-3.23049474379603,0.08953719684281891,0.694064725962096,2.816368794829907,-3.2582488858677467,0.09414264379265225,0.6940216901208647,0.05882558160346243,1.8132461670461143e-06,0.0,0.0008428985714129185,1.8132461670461139e-06,0.05879483719588042,0.0,6.308919402723829e-05,0.0,0.0,0.058794682535306335,0.0,0.0008428985714129184,6.308919402723828e-05,0.0,0.03686490434102694,5.925900040892884e-05
3226,3204.0,1677685721.1436572,imu,0.08028481142721178,-0.7085611611153825,,,,,2.8636467889039285,-3.2304575363379793,0.08992787714775163,0.6941359585354838,2.8167821283963437,-3.2582097767228073,0.09453332409758497,0.6940929226942525,0.059424789149738706,1.8970033293360378e-06,0.0,0.0008650106449366126,1.8970033293360374e-06,0.05939303626334517,0.0,6.507871501080884e-05,0.0,0.0,0.059392874750272155,0.0,0.0008650106449366125,6.507871501080882e-05,0.0,0.03746309655599276,0.01067319199864869
3227,3205.0,1677685721.1486552,imu,0.08028481142721178,-0.6857987542780135,,,,,2.867102479673755,-3.230139762696961,0.09346924363441111,0.6945372195079714,2.8202361049389024,-3.2578761121897255,0.09807469058424445,0.6944941836667401,0.06443217236467463,2.6906124173990963e-06,0.0,0.001061827404063619,2.6906124173990963e-06,0.06439107128274622,0.0,8.31809864544597e-05,0.0,0.0,0.06439084342397822,0.0,0.001061827404063619,8.318098645445969e-05,0.0,0.042461065229698815,0.010503143999812892
3228,3206.0,1677685721.153654,imu,0.026996876659516666,-0.6939303626209056,,,,,2.8705596983530244,-3.2298096950016135,0.09689749835341743,0.6949385570460217,2.82604416217458,-3.258705891126198,0.09926920945721651,0.6948955212061533,0.0694425698509206,3.6954856786179905e-06,0.0,0.0012834907754570492,3.6954856786179905e-06,0.06939008091054358,0.0,0.00010434718800456333,0.0,0.0,0.06938976577200068,0.0,0.0012834907754570492,0.00010434718800456332,0.0,0.047459987577721276,0.01040255499901832
3229,3208.0,1677685721.1586514,imu,0.026996876659516666,-0.6907540102839135,,,,,2.874015937945307,-3.229467691415627,0.10036524422985682,0.6950734672801829,2.829499366948391,-3.2583557129928638,0.1027369553336559,0.6950304314403145,0.07445359778839584,4.94567165981419e-06,0.0,0.0015298618634277737,4.945671659814191e-06,0.07438744687203185,0.0,0.00012872983770945308,0.0,0.0,0.07438701918996943,0.0,0.0015298618634277737,0.00012872983770945308,0.0,0.052457240995690026,0.010385290999693098
3230,3209.0,1677685721.16365,imu,-0.08611800415520099,-0.7086126974988949,,,,,2.877472633421547,-3.229113560199636,0.10381810520026136,0.695208416133686,2.8329549988567573,-3.257993406929081,0.10618981630406044,0.6951653802938176,0.07946860854108999,6.47889962378951e-06,0.0,0.0018010701861637304,6.478899623789511e-06,0.07938627359410685,0.0,0.00015651816102334762,0.0,0.0,0.07938570311941279,0.0,0.0018010701861637304,0.00015651816102334762,0.0,0.057455924925133385,6.182799916132353e-05
3231,3210.0,1677685721.1678803,vel,,,0.7203749389648437,,,,2.88072021688372,-3.2287756126887808,0.1068157217515946,0.7045845828931168,2.836341820227863,-3.2576414937986176,0.10918743285539367,0.704558419747769,0.08368889246959162,5.711090760099433e-06,0.0,0.0012680067212338829,5.711090760099435e-06,0.08361647650606428,0.0,0.00011309225464419453,0.0,0.0,0.08361596396841181,0.0,0.0012680067212338829,0.00011309225464419453,0.0,0.03815179724772836,5.7511999330017716e-05
3232,3211.0,1677685721.1686487,imu,-0.08611800415520099,-0.6800683624162378,,,,,2.881258509166746,-3.2287177466898873,0.10736023610344869,0.7045184078310821,2.8368799537715903,-3.2575823534861104,0.10973194720724777,0.7044922446857343,0.0844592717889015,5.903645761348653e-06,0.0,0.001297400123396106,5.903645761348655e-06,0.08438491837907613,0.0,0.00011625203595955609,0.0,0.0,0.08438438704885615,0.0,0.001297400123396106,0.00011625203595955609,0.0,0.038920220328172696,7.484300294891e-05
