__time,/hamster2/imu/header.stamp,/hamster2/command/drive.steering_angle,/hamster2/command/drive.speed,/hamster2/imu/angular_velocity.x,/hamster2/imu/angular_velocity.y,/hamster2/imu/angular_velocity.z,/hamster2/imu/linear_acceleration.x,/hamster2/imu/linear_acceleration.y,/hamster2/imu/linear_acceleration.z
1677685733.33955,1677685733.338735,35.23447418,0.705763221,0.171042268,-1.459967911,0.221656814,-1.382737637,-13.01342392,0.313812792
1677685733.341227,1677685733.3390453,35.23447418,0.705763221,0.242600769,-1.474803209,0.181514233,-1.382737637,-13.01342392,0.313812792
1677685733.3449385,1677685733.3440435,35.23447418,0.705763221,0.331612557,-1.460840583,0.221656814,-2.000556469,-9.76742363,-0.127486452
1677685733.3500276,1677685733.349041,35.23447418,0.705763221,0.310668617,-1.502728462,0.130899698,-2.000556469,-9.76742363,-0.127486452
1677685733.3553855,1677685733.3540392,35.23447418,0.705763221,0.207694173,-1.44338727,0.082030475,-1.784810305,-6.129156113,-0.0196133
1677685733.3605273,1677685733.3587272,35.23447418,0.705763221,0.157952294,-1.418079973,0.102974426,-1.784810305,-6.129156113,-0.0196133
1677685733.360563,1677685733.3590367,35.23447418,0.705763221,0.108210415,-1.392772675,0.123918377,-1.784810305,-6.129156113,-0.0196133
1677685733.3651378,1677685733.3640351,35.23447418,0.705763221,-0.080285147,-1.455604553,0.027925268,-1.843650103,-5.079844475,-0.06864655
1677685733.3699555,1677685733.369032,35.23447418,0.705763221,-0.237364769,-1.378810048,0.061086524,-1.843650103,-5.079844475,-0.06864655
1677685733.3750987,1677685733.3740308,35.23447418,0.705763221,-0.425860345,-1.359611511,0.010471975,-1.755390286,-7.37460041,0.00980665
1677685733.3792255,1677685733.378699,35.23447418,0.705763221,-0.385717764,-1.386664093,-0.04886922,-1.755390286,-7.37460041,0.00980665
1677685733.3803904,1677685733.3790276,35.23447418,0.705763221,-0.345575184,-1.413716674,-0.108210415,-1.755390286,-7.37460041,0.00980665
1677685733.3849244,1677685733.3840263,35.23447418,0.705763221,-0.239110112,-1.328195572,-0.04712389,-1.059118152,-13.40569019,0.353039384
1677685733.3902934,1677685733.3890247,35.23447418,0.705763221,-0.130899698,-1.357866168,-0.183259577,-1.059118152,-13.40569019,0.353039384
1677685733.3949976,1677685733.394022,35.23447418,0.705763221,0.141371667,-1.298524976,-0.06981317,-0.313812792,-15.68083286,0.804145277
1677685733.3995802,1677685733.3987534,35.23447418,0.705763221,0.217293486,-1.28979832,-0.055850536,-0.313812792,-15.68083286,0.804145277
1677685733.4007888,1677685733.3990202,35.23447418,0.705763221,0.293215305,-1.281071663,-0.041887902,-0.313812792,-15.68083286,0.804145277
1677685733.4050553,1677685733.4040177,35.23447418,0.705763221,0.34906584,-1.303760886,0.008726646,-0.06864655,-12.30734539,0.696272135
1677685733.409905,1677685733.409016,35.23447418,0.705763221,0.404916376,-1.26361835,0.099483766,-0.06864655,-12.30734539,0.696272135
1677685733.4150212,1677685733.4140131,35.23447418,0.705763221,0.289724648,-1.28979826,0.083775803,0.225552946,-7.031367779,0.44129923
1677685733.420194,1677685733.418759,35.23447418,0.705763221,0.232128784,-1.273217678,0.144862324,0.225552946,-7.031367779,0.44129923
1677685733.420231,1677685733.4190116,35.23447418,0.705763221,0.17453292,-1.256637096,0.205948845,0.225552946,-7.031367779,0.44129923
1677685733.4252398,1677685733.4240084,35.23447418,0.705763221,0.005235988,-1.192059875,0.172787592,0.970858335,-4.785645008,0.568785667
1677685733.430062,1677685733.429007,35.23447418,0.705763221,-0.162315622,-1.199041128,0.144862324,0.970858335,-4.785645008,0.568785667
1677685733.4350753,1677685733.4340043,35.23447418,0.705763221,-0.352556497,-1.162389278,0.109955743,0.862985194,-5.168104649,0.451105893
1677685733.4395902,1677685733.438749,35.23447418,0.705763221,-0.425860331,-1.121374011,0.065449847,0.862985194,-5.168104649,0.451105893
1677685733.441861,1677685733.4390025,35.23447418,0.705763221,-0.499164164,-1.080358744,0.020943951,0.862985194,-5.168104649,0.451105893
1677685733.4451733,1677685733.4439998,35.23447418,0.705763221,-0.399680406,-1.108284116,-0.020943951,-0.156906396,-9.86548996,0.166713044
1677685733.449949,1677685733.4489982,35.23447418,0.705763221,-0.270526022,-1.115265369,-0.04363323,-0.156906396,-9.86548996,0.166713044
1677685733.455139,1677685733.4539962,35.23447418,0.705763221,-0.085521132,-1.123992085,-0.059341192,-2.441855907,-15.16108036,0.558979034
1677685733.4597163,1677685733.458753,35.23447418,0.705763221,0.000872664,-1.149299324,-0.006108651,-2.441855907,-15.16108036,0.558979034
1677685733.4605443,1677685733.4589937,35.23447418,0.705763221,0.08726646,-1.174606562,0.04712389,-2.441855907,-15.16108036,0.558979034
1677685733.4651165,1677685733.463992,35.23447418,0.705763221,0.167551607,-1.277580976,0.040142573,-4.04033947,-13.63124275,-0.225552946
1677685733.4701571,1677685733.4689903,35.23447418,0.705763221,0.218166158,-1.366592765,0.106465086,-4.04033947,-13.63124275,-0.225552946
1677685733.475257,1677685733.4739876,35.23447418,0.705763221,0.197222203,-1.45385921,0.102974422,-3.775560141,-9.76742363,-0.480525851
1677685733.4795773,1677685733.4787447,35.23447418,0.705763221,0.165806279,-1.497492492,0.065449845,-3.775560141,-9.76742363,-0.480525851
1677685733.4804642,1677685733.478985,35.23447418,0.705763221,0.134390354,-1.541125774,0.027925268,-3.775560141,-9.76742363,-0.480525851
1677685733.4858072,1677685733.483983,35.23447418,0.705763221,0.008726646,-1.513200402,0.083775803,-1.980943203,-7.217694283,-0.0196133
1677685733.4901462,1677685733.4889815,35.23447418,0.705763221,-0.04363323,-1.563814998,-0.050614547,-1.980943203,-7.217694283,-0.0196133
1677685733.4951138,1677685733.493979,35.23447418,0.705763221,-0.078539819,-1.539380431,-0.019198623,-0.402072638,-7.335373878,-0.0196133
1677685733.499314,1677685733.498681,35.23447418,0.705763221,-0.145734996,-1.503601134,-0.02443461,-0.402072638,-7.335373878,-0.0196133
1677685733.5000188,1677685733.498976,35.23447418,0.705763221,-0.212930173,-1.467821836,-0.029670596,-0.402072638,-7.335373878,-0.0196133
1677685733.505294,1677685733.5039744,35.23447418,0.705763221,-0.202458188,-1.464331269,-0.068067841,0.078453198,-8.188552856,0.431492597
1677685733.5100358,1677685733.5089726,35.23447418,0.705763221,-0.130899698,-1.394518018,0.010471975,0.078453198,-8.188552856,0.431492597
1677685733.5150108,1677685733.51397,35.23447418,0.705763221,-0.123918377,-1.356120825,-0.06981317,-0.06864655,-10.24794865,0.686465502
1677685733.5194817,1677685733.5187488,35.23447418,0.705763221,-0.05846853,-1.326450229,-0.029670598,-0.06864655,-10.24794865,0.686465502
1677685733.521183,1677685733.5189683,35.23447418,0.705763221,0.006981317,-1.296779633,0.010471975,-0.06864655,-10.24794865,0.686465502
1677685733.5255823,1677685733.5239656,35.23447418,0.705763221,0.08726646,-1.310742259,-0.04363323,-0.637432218,-11.37571335,0.657045543
1677685733.530124,1677685733.5289638,35.23447418,0.705763221,0.054105207,-1.303760886,-0.015707962,-0.637432218,-11.37571335,0.657045543
1677685733.5350044,1677685733.5339613,35.23447418,0.705763221,-0.017453292,-1.312487602,0.059341192,-1.235637903,-9.394770622,-0.049033247
1677685733.5394864,1677685733.538736,35.23447418,0.705763221,-0.033161256,-1.339540184,0.052359875,-1.235637903,-9.394770622,-0.049033247
1677685733.5409634,1677685733.5389593,35.23447418,0.705763221,-0.048869219,-1.366592765,0.045378558,-1.235637903,-9.394770622,-0.049033247
1677685733.546585,1677685733.5439577,35.23447418,0.705763221,-0.209439516,-1.396263361,0.169296935,-0.931631744,-8.992697716,-0.107873149
1677685733.552327,1677685733.5489552,35.23447418,0.705763221,-0.216420829,-1.391027451,0.218166158,-0.931631744,-8.992697716,-0.107873149
1677685733.5554411,1677685733.5539532,35.23447418,0.705763221,-0.195476875,-1.431169987,0.251327395,0.078453198,-11.21880722,0.225552946
1677685733.5594556,1677685733.5587466,35.23447418,0.705763221,-0.150970981,-1.452986598,0.264417365,0.078453198,-11.21880722,0.225552946
1677685733.5601482,1677685733.558951,37.98815663,0.705488483,-0.106465086,-1.474803209,0.277507335,0.078453198,-11.21880722,0.225552946
1677685733.5689762,1677685733.563949,40.74183909,0.705213746,-0.050614547,-1.380555391,0.305432618,0.382459342,-12.94477749,-0.078453198
1677685733.5722184,1677685733.5689473,43.49552155,0.704939008,0.181514233,-1.429424644,0.289724648,0.382459342,-12.94477749,-0.078453198
1677685733.5807247,1677685733.5739446,46.249204,0.70466427,0.319395244,-1.382300735,0.307177961,-0.254972905,-13.42530346,-0.117679797
1677685733.582012,1677685733.578943,49.00288645,0.704389533,0.382227093,-1.399754047,0.321140587,-1.97113657,-10.18910885,-0.362846047
1677685733.5819466,1677685733.5790272,51.75656891,0.704114795,0.455530927,-1.431169987,0.305432617,-1.97113657,-10.18910885,-0.362846047
1677685733.585752,1677685733.5839398,51.75656891,0.704114795,0.52883476,-1.462585926,0.289724648,-1.97113657,-10.18910885,-0.362846047
1677685733.5903358,1677685733.5889382,51.75656891,0.704114795,0.490437508,-1.507964492,0.235619441,-1.97113657,-10.18910885,-0.362846047
1677685733.5947282,1677685733.5939355,51.75656891,0.704114795,0.34382987,-1.478293896,0.233874112,-2.441855907,-6.197802544,-0.30400613
1677685733.6021056,1677685733.598734,51.75656891,0.704114795,0.280998014,-1.471312583,0.185877562,-2.441855907,-6.197802544,-0.30400613
1677685733.6022005,1677685733.5989337,52.17774506,0.704114795,0.218166158,-1.464331269,0.137881011,-2.441855907,-6.197802544,-0.30400613
1677685733.6082478,1677685733.6039312,52.59892121,0.704114795,0.013962634,-1.373574138,0.102974422,-1.039504886,-5.050424576,0.06864655
1677685733.611241,1677685733.6089296,53.02009735,0.704114795,-0.094247781,-1.354375482,0.008726646,-1.029698253,-6.992141247,0.284392834
1677685733.620644,1677685733.6139266,53.4412735,0.704114795,-0.270526022,-1.27932632,-0.061086524,-1.029698253,-6.992141247,0.284392834
1677685733.6205747,1677685733.618723,53.86244965,0.704114795,-0.226020128,-1.260127724,-0.061959187,-1.166991353,-9.174120664,0.377556011
1677685733.6250436,1677685733.618925,53.86244965,0.704114795,-0.181514233,-1.240929127,-0.062831849,-1.304284453,-11.35610008,0.470719188
1677685733.6284618,1677685733.6239223,53.86244965,0.704114795,-0.226892799,-1.27932632,-0.127409041,-1.304284453,-11.35610008,0.470719188
1677685733.6321003,1677685733.6289206,53.86244965,0.704114795,-0.233874112,-1.296779633,-0.109955743,-1.647517204,-12.74864483,0.06864655
1677685733.6364458,1677685733.633919,53.86244965,0.704114795,-0.130899698,-1.324704885,0.040142573,-1.647517204,-12.74864483,0.06864655
1677685733.6395073,1677685733.6386805,53.86244965,0.704114795,-0.131772362,-1.389282048,0.020071287,-1.647517204,-12.74864483,0.06864655
1677685733.6406937,1677685733.6389165,53.86244965,0.704114795,-0.132645026,-1.45385921,0,-1.647517204,-12.74864483,0.06864655
1677685733.6449835,1677685733.6439145,53.86244965,0.704114795,-0.057595864,-1.460840583,0.195476875,-1.363124371,-12.84671116,0.411879301
1677685733.6499414,1677685733.648912,53.86244965,0.704114795,0.033161256,-1.494001865,0.267035365,-1.363124371,-12.84671116,0.411879301
1677685733.6557958,1677685733.65391,53.86244965,0.704114795,0.078539819,-1.586504221,0.247836754,-0.392265975,-10.90499496,0.470719188
1677685733.6594396,1677685733.6587408,53.86244965,0.704114795,0.084648468,-1.555088341,0.315031924,-0.392265975,-10.90499496,0.470719188
1677685733.6607594,1677685733.6589072,53.86244965,0.704114795,0.090757117,-1.523672462,0.382227093,-0.392265975,-10.90499496,0.470719188
1677685733.664847,1677685733.6639056,53.86244965,0.704114795,0.080285147,-1.544616342,0.312413931,0.039226599,-7.815899849,0.57859236
1677685733.669773,1677685733.6689038,53.86244965,0.704114795,0.130899698,-1.532399058,0.356047153,0.039226599,-7.815899849,0.57859236
1677685733.6765783,1677685733.673901,53.86244965,0.704114795,0.013962634,-1.537635088,0.275762022,-0.343232751,-5.81534338,0.284392834
1677685733.6793392,1677685733.6787343,53.86244965,0.704114795,-0.033161257,-1.512327791,0.260926724,-0.554075718,-6.207609415,0.235359587
1677685733.681564,1677685733.6788995,53.35332718,0.704374039,-0.080285147,-1.487020493,0.246091425,-0.764918685,-6.59987545,0.18632634
1677685733.687314,1677685733.6838968,52.84420471,0.704633284,-0.12042772,-1.467821836,0.17453292,-0.764918685,-6.59987545,0.18632634
1677685733.6901684,1677685733.688895,52.33508225,0.704892528,-0.237364769,-1.4486233,0.038397245,-0.764918685,-6.59987545,0.18632634
1677685733.6946878,1677685733.6938922,51.82595978,0.705151773,-0.19024089,-1.352630138,-0.012217305,-1.559257269,-10.20872211,-0.37265268
1677685733.6998389,1677685733.6987028,51.31683731,0.705411017,-0.192858883,-1.330813527,-0.059341196,-1.559257269,-10.20872211,-0.37265268
1677685733.7007992,1677685733.6988907,51.02809677,0.705411017,-0.195476875,-1.308996916,-0.106465086,-1.559257269,-10.20872211,-0.37265268
1677685733.70475,1677685733.703888,50.73935623,0.705411017,-0.013962634,-1.342158198,-0.137881011,-2.500695705,-14.83746147,-0.451105893
1677685733.710111,1677685733.708886,50.45061569,0.705411017,0.169296935,-1.361356854,-0.108210415,-2.500695705,-14.83746147,-0.451105893
1677685733.7150197,1677685733.7138834,50.16187515,0.705411017,0.246091425,-1.359611511,-0.073303826,-2.765475273,-14.79823494,-0.147099748
1677685733.7195888,1677685733.718727,49.87313461,0.705411017,0.347320527,-1.392772734,-0.045378559,-2.427145839,-12.60154534,-0.049033251
1677685733.7211351,1677685733.7188816,49.87313461,0.705411017,0.448549628,-1.425933957,-0.017453292,-2.088816404,-10.40485573,0.049033247
1677685733.7248776,1677685733.72388,49.87313461,0.705411017,0.438077629,-1.452113867,-0.024434609,-2.088816404,-10.40485573,0.049033247
1677685733.7309113,1677685733.7288773,49.87313461,0.705411017,0.387463093,-1.418952703,0.024434609,0.353039384,-5.883989811,0.205939651
1677685733.7373562,1677685733.7338755,49.87313461,0.705411017,0.312413931,-1.357866168,0.038397245,0.353039384,-5.883989811,0.205939651
1677685733.741287,1677685733.738818,49.87313461,0.705411017,0.239110105,-1.347394169,-0.009599309,1.005181611,-5.295590878,0.392266006
1677685733.741388,1677685733.7388728,49.67212677,0.707423556,0.165806279,-1.336922169,-0.057595864,1.657323837,-4.707191944,0.57859236
1677685733.746357,1677685733.743871,49.47111893,0.709436095,0.054105207,-1.249655724,0.012217305,1.657323837,-4.707191944,0.57859236
1677685733.751116,1677685733.7488685,49.27011108,0.711448633,-0.141371667,-1.221730471,-0.085521132,1.608290553,-7.443247318,0.823758602
1677685733.7546682,1677685733.7538664,49.06910324,0.713461172,-0.169296935,-1.178097248,-0.029670596,1.608290553,-7.443247318,0.823758602
1677685733.760241,1677685733.758706,48.8680954,0.715473711,-0.196349539,-1.136209368,0,1.608290553,-7.443247318,0.823758602
1677685733.7603028,1677685733.758864,48.67702332,0.715473711,-0.223402143,-1.094321489,0.029670596,1.608290553,-7.443247318,0.823758602
1677685733.7650273,1677685733.763862,48.48595124,0.715473711,-0.274016678,-1.061160207,0.022689279,1.098344803,-10.56176186,0.823758602
1677685733.7704422,1677685733.7688603,48.29487915,0.715473711,-0.073303826,-1.075122833,0.097738437,-0.88259846,-12.49367142,1.039504886
1677685733.774778,1677685733.7738578,48.10380707,0.715473711,-0.06981317,-1.080358744,0.064577185,-0.88259846,-12.49367142,1.039504886
1677685733.7797394,1677685733.7787292,47.91273499,0.715473711,-0.043633231,-1.092576087,0.101229098,-0.88259846,-12.49367142,1.039504886
1677685733.7807846,1677685733.778856,47.55550461,0.715473711,-0.017453292,-1.104793429,0.137881011,-0.88259846,-12.49367142,1.039504886
1677685733.7857962,1677685733.7838533,47.19827423,0.715473711,0.050614547,-1.199041128,0.176278248,-2.10842967,-10.65002155,0.50994581
1677685733.7903535,1677685733.7888515,46.84104386,0.715473711,-0.041887902,-1.223475814,0.144862324,-2.10842967,-10.65002155,0.50994581
1677685733.794764,1677685733.7938485,46.48381348,0.715473711,-0.094247781,-1.338667512,0.195476875,-1.882876754,-8.257199287,0.225552946
1677685733.799616,1677685733.798728,46.1265831,0.715473711,-0.101229098,-1.346521497,0.18762289,-1.882876754,-8.257199287,0.225552946
1677685733.8000877,1677685733.798847,45.83116379,0.715473711,-0.108210415,-1.354375482,0.179768905,-1.882876754,-8.257199287,0.225552946
1677685733.8050911,1677685733.8038445,45.53574448,0.715473711,-0.167551607,-1.404990077,0.16406095,-1.39254427,-8.845598221,0.333426088
1677685733.8102205,1677685733.8088424,45.24032516,0.715473711,-0.048869219,-1.44338727,0.219911486,-1.39254427,-8.845598221,0.333426088
1677685733.814697,1677685733.8138409,44.94490585,0.715473711,-0.02617994,-1.44338727,0.225147471,-1.863263488,-11.63068676,0.147099748
1677685733.819507,1677685733.8187194,44.64948654,0.715473711,0.050614551,-1.498365164,0.197222203,-1.863263488,-11.63068676,0.147099748
1677685733.820021,1677685733.818838,44.33192901,0.719654989,0.127409041,-1.553343058,0.169296935,-1.863263488,-11.63068676,0.147099748
1677685733.8267264,1677685733.8238363,44.01437149,0.723836267,0.193731546,-1.487020493,0.204203516,-2.255529404,-12.64077187,-0.176519692
1677685733.830861,1677685733.8288338,43.69681396,0.728017544,0.308923274,-1.528908372,0.115191728,-2.255529404,-12.64077187,-0.176519692
1677685733.8350458,1677685733.8338318,43.37925644,0.732198822,0.397935063,-1.558578968,0.055850536,-2.235916138,-11.03248119,-0.274586201
1677685733.8395512,1677685733.8387227,43.06169891,0.7363801,0.340339199,-1.509709776,0.05846853,-2.088816405,-9.42419052,-0.220649622
1677685733.8403769,1677685733.838829,42.7217514,0.7363801,0.282743335,-1.460840583,0.061086524,-1.941716671,-7.815899849,-0.166713044
1677685733.8450716,1677685733.8438275,42.38180389,0.7363801,0.244346097,-1.527163029,-0.017453292,-1.941716671,-7.815899849,-0.166713044
1677685733.8499358,1677685733.8488247,42.04185638,0.7363801,0.029670596,-1.511455178,-0.062831849,-1.941716671,-7.815899849,-0.166713044
1677685733.8551688,1677685733.853823,41.70190887,0.7363801,-0.19024089,-1.466076612,-0.08726646,-1.686743736,-5.256364346,-0.490332484
1677685733.860557,1677685733.8587506,41.36196136,0.7363801,-0.275762022,-1.435533345,-0.088139124,-0.858081843,-6.173285961,-0.191229667
1677685733.8606324,1677685733.8588204,40.89805526,0.7363801,-0.361283153,-1.404990077,-0.089011788,-0.029419949,-7.090207577,0.107873149
1677685733.865621,1677685733.8638184,40.43414917,0.7363801,-0.466002911,-1.403244734,-0.181514233,-0.029419949,-7.090207577,0.107873149
1677685733.8703291,1677685733.8688166,39.97024307,0.7363801,-0.425860345,-1.364847422,-0.150098309,0.284392834,-11.16977406,0.245166242
1677685733.8747292,1677685733.873814,39.50633698,0.7363801,-0.38571775,-1.314232945,-0.109955743,0.284392834,-11.16977406,0.245166242
1677685733.880034,1677685733.8786924,39.04243088,0.7363801,-0.296705962,-1.321214259,-0.102974426,0.240262911,-12.89574432,0.377556026
1677685733.8800948,1677685733.878812,38.5609169,0.742457461,-0.207694173,-1.328195572,-0.095993109,0.196132988,-14.62171459,0.50994581
1677685733.885255,1677685733.8838096,38.07940292,0.748534822,-0.010471975,-1.312487602,0.027925268,0.196132988,-14.62171459,0.50994581
1677685733.8913014,1677685733.888808,37.59788895,0.754612184,0.101229094,-1.345648885,0.122173049,0.196132988,-14.62171459,0.50994581
1677685733.895217,1677685733.893806,37.11637497,0.760689545,0.286233991,-1.315978289,0.268780708,0.37265268,-13.94505596,0.460912526
1677685733.9001665,1677685733.898728,36.63486099,0.766766906,0.307177946,-1.326450229,0.291469991,0.107873142,-11.80230284,0.465815857
1677685733.900236,1677685733.8988032,36.35019455,0.766766906,0.328121901,-1.336922169,0.314159274,-0.156906396,-9.659549713,0.470719188
1677685733.9049542,1677685733.9038017,36.06552811,0.766766906,0.356047153,-1.403244734,0.382227093,-0.156906396,-9.659549713,0.470719188
1677685733.9106328,1677685733.9087987,35.78086166,0.766766906,0.307177961,-1.418952703,0.408407032,-0.549172401,-5.776116848,0.460912526
1677685733.9147336,1677685733.9137971,35.49619522,0.766766906,0.132645026,-1.439896584,0.387463093,-0.549172401,-5.776116848,0.460912526
1677685733.919627,1677685733.918712,35.21152878,0.766766906,0.072431166,-1.418079973,0.386590422,-0.166713052,-5.143587828,0.333426089
1677685733.9201646,1677685733.9187944,35.21152878,0.766766906,0.012217305,-1.396263361,0.38571775,0.215746298,-4.511058807,0.205939651
1677685733.9249115,1677685733.9237926,35.21152878,0.766766906,-0.176278248,-1.345648885,0.310668617,0.215746298,-4.511058807,0.205939651
1677685733.930245,1677685733.92879,35.21152878,0.766766906,-0.294960648,-1.256637096,0.233874112,0,-7.864933014,0.57859236
1677685733.9349458,1677685733.933788,35.21152878,0.766766906,-0.303687274,-1.204277158,0.151843637,0,-7.864933014,0.57859236
1677685733.9399798,1677685733.9387207,35.21152878,0.766766906,-0.323758572,-1.183333218,0.059341191,-0.612915635,-10.4195652,0.387362674
1677685733.9405775,1677685733.9387853,35.21152878,0.766766906,-0.34382987,-1.162389278,-0.033161256,-1.22583127,-12.97419739,0.196132988
1677685733.9449728,1677685733.9437838,35.21152878,0.766766906,-0.129154369,-1.103048086,-0.102974422,-1.22583127,-12.97419739,0.196132988
1677685733.9500504,1677685733.948781,35.21152878,0.766766906,-0.040142573,-1.034980297,-0.137881011,-2.530115604,-15.0237875,0.254972905
1677685733.9552343,1677685733.9537792,35.21152878,0.766766906,0.024434609,-1.106538773,-0.169296935,-2.530115604,-15.0237875,0.254972905
1677685733.960106,1677685733.9587247,35.21152878,0.766766906,0.083775803,-1.15278995,-0.122173045,-3.12832129,-13.41059351,-0.049033239
1677685733.9601903,1677685733.9587774,34.66328278,0.766766906,0.143116996,-1.199041128,-0.075049154,-3.726526976,-11.79739952,-0.353039384
1677685733.9648838,1677685733.9637747,34.11503678,0.766766906,0.07679449,-1.326450229,-0.017453292,-3.726526976,-11.79739952,-0.353039384
